,position_name,company_name,job_location,Seniority level,Employment type,Job function,Industries,sql, python , excel , r , tableau , power bi ,collection_date,search
16,Credit Analyst,Novellus Ireland,"Dublin, County Dublin, Ireland",N/a,Full-time,N/a,N/a,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
17,Finance Analyst,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
18,Financial Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
19,Financial Analyst Panel,ESB,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Utilities,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
20,Financial Analyst - Fundamentals – French language (Finance & Accounting),Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Banking, Financial Services, and Accounting",0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
21,Bilingual Financial Analyst,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
22,Financial Analyst,GN EMEA,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Food and Beverage Services,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
23,"Financial Analyst (entry level) - Spanish, German, or French",Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
24,Financial Analyst - Business Development,Fexco,"County Kerry, Ireland",Entry level,Full-time,Human Resources,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
25,Financial Analyst - Business Development,Fexco,"County Kerry, Ireland",Entry level,Full-time,Human Resources,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
26,Finance Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
27,Financial Operations Analyst,PartnerRe,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Insurance,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
28,Finance Analyst,LexisNexis Risk Solutions Group,Ireland,Entry level,Full-time,Finance and Sales,Information Services,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
29,Financial Analyst - Fundamentals – German language (Finance & Accounting),Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Accounting/Auditing, Finance, and Analyst",IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
30,Junior Credit Analyst,Morgan McKinley,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
31,Operational Finance Analyst,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
32,Treasury Analyst - Graduate,FK International - Financial Search and Selection,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
33,Finance Analyst Grade VII Naas,Cpl,"Kildare, County Kildare, Ireland",Entry level,Temporary,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
34,Cash Payments Analyst & Senior Analyst,Quest Recruitment,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Finance, Accounting/Auditing, and General Business","Banking, Investment Banking, and Accounting",0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
35,Junior Credit Analyst FTC 12M,Elavon Europe,"Arklow, County Wicklow, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
36,Finance Analyst,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,1,0,25/08/2022," ""Financial"" ""Analyst"" "
37,Open Day Finance Professionals,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Temporary,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
38,Finance Analyst,Clipper Logistics plc,"Blanchardstown, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Operations Consulting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
39,Finance Analyst,Cpl,"Cork, County Cork, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
40,Finance Analyst,Securitas Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Security and Investigations,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
41,Finance Assistant,Morgan McKinley,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
42,Jr Finance Analyst - Multilingual,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
43,Freighter Analyst,BBAM,"Dublin, County Dublin, Ireland",N/a,Full-time,N/a,N/a,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
44,Associate - Structured Credit,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,1,1,1,0,0,25/08/2022," ""Financial"" ""Analyst"" "
45,Finance Analyst,ACCA Careers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Accounting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
46,Financial Analyst - Fundamentals – Swedish/Norwegian/Danish language (Finance & Accounting),Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
47,Junior Business Analyst,PwC Ireland,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
48,Income Analyst,Elavon Europe,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
49,Hotel Analyst,Harcourt Developments,"Dublin, County Dublin, Ireland",N/a,Full-time,N/a,N/a,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
50,Loan Operations Analyst,Elavon Europe,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
51,Governance Analyst,NBC Global Finance Limited,"County Dublin, Ireland",N/a,Full-time,N/a,N/a,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
52,Chargeback Operations Analyst,EML,Ireland,Entry level,Full-time,"Information Technology, Finance, and Analyst",IT Services and IT Consulting and Financial Services,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
53,Operations Analyst - Investment Manager (12 month Contract),Engage People Recruitment,"Dublin, County Dublin, Ireland",Entry level,Contract,Analyst,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
54,ETF Data Analyst,Virtu Financial,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
55,Payments Analyst,SEI,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
56,Data/Client Analyst,StatPro,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
57,Casualty Analyst,AIG,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Insurance,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
58,Junior Business Analyst,PwC Ireland,"Cork, County Cork, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
59,Fundamental Analyst - Portuguese,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
60,Index Operations Analyst,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Accounting/Auditing,Financial Services and Accounting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
61,Mutual Fund Analyst French language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Accounting/Auditing, Finance, and Analyst",IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
62,Restructuring Analyst,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
63,Financial Assistant (12 month contract),Diageo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Distilleries,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
64,Investment Data Analyst,Engage People Inc.,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,1,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
65,Fundamental Analyst - Spanish,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
66,Credit & Collection Analyst,West Pharmaceutical Services,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,"Medical Equipment Manufacturing, Packaging and Containers Manufacturing, and Pharmaceutical Manufacturing",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
67,Data/Technical Analyst,StatPro,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
68,Transfer Agent - Senior Analyst,Phoenix - Your Professional Search Partner,"Dublin, County Dublin, Ireland",Entry level,Full-time,Analyst,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
69,Graduate Customer Success Data Analyst,Fenergo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Other,Financial Services,1,0,1,0,1,1,25/08/2022," ""Financial"" ""Analyst"" "
70,Analyst Registration Team,BNP Paribas,Ireland,Entry level,Full-time,Business Development and Sales,Credit Intermediation,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
71,Asset Set-up Specialist/Manager,PIMCO,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Trusts and Estates,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
72,Credit Analyst - APA & SME,Robert Walters,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
73,Junior Research Analyst - Canadian Market,"Glass, Lewis & Co.","Limerick, County Limerick, Ireland",Entry level,Contract,Research,Financial Services,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
74,Financial Planning Accountant,Uniphar Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
75,"Analyst, Transfer Agency (Dealing)",Northern Trust Corporation,"Limerick, County Limerick, Ireland",Entry level,Full-time,Business Development and Sales,Investment Management,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
76,Client Services Analyst,StatPro,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
77,Data Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,1,1,1,1,0,25/08/2022," ""Financial"" ""Analyst"" "
78,Mutual Fund - French,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
79,Operations and Regulatory Finance Analyst,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Contract,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
80,Project Coordinator - Finance and Budgets,Mackin Talent,"Clarecastle, County Clare, Ireland",Entry level,Full-time,Other,"IT Services and IT Consulting, Environmental Services, and Staffing and Recruiting",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
81,Credit and Collections Analyst,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
82,Fixed Income Analyst- German,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting and Outsourcing and Offshoring Consulting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
83,Junior Business Analyst,Morgan McKinley,"Dublin City, County Dublin, Ireland",Entry level,Temporary,"Research, Analyst, and Information Technology",Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
84,"ANALYST, ALTERNATIVE ASSESTS - Hybrid",Northern Trust Corporation,"Limerick, County Limerick, Ireland",Entry level,Full-time,Business Development and Sales,Investment Management,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
85,Fundamentals Analyst - Multiple languages,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
86,Finance Transformation Analyst - 7313,ION,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Software Development,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
87,Data Configuration Analyst,StatPro,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
88,Insights Analyst,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Contract,"Research, Analyst, and Information Technology",Staffing and Recruiting,1,1,1,0,0,1,25/08/2022," ""Financial"" ""Analyst"" "
89,AML/DD Analyst,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
90,Fund Accounting Analyst,SEI,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Financial Services,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
91,Finance Analyst - Swedish or German,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
92,VAT Data Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
93,Data Analytics Analyst,Elavon Europe,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Financial Services,1,0,0,0,0,1,25/08/2022," ""Financial"" ""Analyst"" "
94,Collections Analyst,J&C Associates Ltd,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
95,"Analyst, Transfer Agency (Dealing)",ACCA Careers,"Limerick, County Limerick, Ireland",Entry level,Full-time,Business Development and Sales,Accounting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
96,CDO Loan Administrator,Elavon Europe,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
97,Junior Business Analyst,Reperio Human Capital,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
98,Project Coordinator - Finance and Budgets,Mackin Talent,"Cork, County Cork, Ireland",Entry level,Full-time,Other,"IT Services and IT Consulting, Environmental Services, and Staffing and Recruiting",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
99,AML Financial Intelligence Unit (FIU) Analyst,Interactive Brokers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Securities and Commodity Exchanges,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
100,Product Operations Data Analyst,Fenergo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Financial Services,1,1,0,1,0,0,25/08/2022," ""Financial"" ""Analyst"" "
101,"Analyst, Transfer Agency (FSC)",Northern Trust Corporation,"Limerick, County Limerick, Ireland",Entry level,Full-time,Business Development and Sales,Investment Management,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
102,AML/KYC Analyst,Booking Holdings (NASDAQ: BKNG),"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Holding Companies,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
103,FP&A Accountant - Pharma - Hybrid,Engage People Recruitment,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
104,Junior Commercial Analyst,Intuition,"Dublin City, County Dublin, Ireland",Entry level,Full-time,"Analyst, Business Development, and Sales",E-Learning Providers,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
105,Trade Compliance Associate,PIMCO,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Trusts and Estates,1,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
106,Fundamental Analyst - Russian,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
107,AML Analyst,SEI,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
108,AML Analyst,SEI,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
109,Complaints Analyst- Italian,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
110,Associate - Fund Accounting,StepStone Group,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Investment Management,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
111,KYC Analyst,Robert Walters,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
112,Financial Accountant GSH,Diageo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Distilleries,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
113,Intern Financial Institutions,KBRA,"Dublin, County Dublin, Ireland",Internship,Full-time,Finance and Sales,Financial Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
114,"Explore Microsoft: Finance Analyst Intern Opportunities for University Students and Graduates, Ireland",Microsoft,"Dublin, County Dublin, Ireland",Internship,Internship,Finance,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
115,Nordic Fundamentals Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
116,Portuguese speaking Collections Analyst,Grifols,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
117,"Data Analyst , Tax Technology & Transformation Team",EY,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Accounting,1,1,0,1,1,1,25/08/2022," ""Financial"" ""Analyst"" "
118,Mutual Fund Analyst German language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
119,Mutual Fund Analyst German Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Banking, Financial Services, and Accounting",0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
120,FPS Analyst (Hybrid),permanent tsb,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting and Information Services,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
121,Corporate Action Analyst Spanish Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
122,Outsourcing Data Analyst,Trust In SODA,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Insurance,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
123,Mutual Funds - German,Morgan McKinley,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
124,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,1,1,25/08/2022," ""Financial"" ""Analyst"" "
125,Supplier Risk Governance Analyst,Bank of Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Banking,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
126,EMEA Cyber Threat Intelligence Analyst,Bank of America,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Credit Intermediation,0,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
127,Italian speaking Collections Analyst,Grifols,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Medical Equipment Manufacturing and Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
128,Data Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
129,Tax Analyst,Eli Lilly and Company,"Kinsale, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
130,"Analyst, Transfer Agency (FSC)",ACCA Careers,"Limerick, County Limerick, Ireland",Entry level,Full-time,Business Development and Sales,Accounting,0,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
131,Application Support Analyst,AXA Partners,"Shannon, County Clare, Ireland",Entry level,Full-time,"Project Management, Information Technology, and Engineering",Insurance,1,0,1,0,0,0,25/08/2022," ""Financial"" ""Analyst"" "
